finishing_position,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,win_odds,race_course,race_class,race_distance,track_condition,race_name,track,Season,recent_6_runs,recent_ave_rank,jockey_ave_rank,track_condition_id,race_course_id,track_id,season_id
10,TEAM FORTUNE,T306,S de Sousa,W Y So,121,1154,9,17,Happy Valley,Class 2,1200,GOOD TO FIRM,MERCURY HANDICAP,"TURF - ""C+3"" COURSE",Winter,10/2/1/1/1/4,3.9375,5.863501483679525,2,1,3,2
11,UNICORN,T046,K K Chiong,C S Shum,127,1078,7,23,Sha Tin,Class 3,1600,GOOD TO YIELDING,ENTRAPMENT HANDICAP,"TURF - ""C"" COURSE",Summer,11/4/3/2/3/8,5.111111111111111,6.400593471810089,3,0,2,4
1,ALL YOU WISH,P031,N Rawiller,C H Yip,133,1204,2,20,Sha Tin,Class 2,1400,GOOD TO FIRM,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),"TURF - ""B+2"" COURSE",Summer,1/6/3/8/8/12,6.9411764705882355,6.083734359961501,2,0,6,4
2,CALIFORNIA BOUNTY,P222,K C Ng,A S Cruz,128,1016,2,27,Sha Tin,Class 3,1000,GOOD TO FIRM,MAKE A DIFFERENCE HANDICAP,"TURF - ""C+3"" COURSE",Spring,2/6/9/10/3/9,6.3,8.130551816958278,2,0,3,1
9,IMPERIAL CONCORDE,P425,M Chadwick,S Woods,115,1144,11,12,Sha Tin,Class 4,1650,WET SLOW,LEI YUE MUN PARK HANDICAP,ALL WEATHER TRACK,Spring,9/6/8/12/11/7,7.666666666666667,6.8599562363238515,5,0,5,1
8,YOU KNOW I WIN,M361,M Demuro,Y S Tsui,121,1034,3,8.7,Sha Tin,Class 4,1400,GOOD TO FIRM,HWAMEI HANDICAP,"TURF - ""C"" COURSE",Autumn,8/12/3,7.666666666666667,6.355191256830601,2,0,2,3
11,RACING HERO,N157,U Rispoli,P O'Sullivan,126,1183,10,36,Sha Tin,Class 2,1400,GOOD TO FIRM,THE SURREY HANDICAP,"TURF - ""B+2"" COURSE",Winter,11/1/11,7.666666666666667,6.177189409368635,2,0,6,2
3,MAC ROW,N252,K C Leung,A Lee,126,993,12,36,Sha Tin,Class 4,2000,GOOD TO FIRM,RACING GOES ON HANDICAP,"TURF - ""A"" COURSE",Summer,3/1/9/3/6/9,5.857142857142857,6.729086722947045,2,0,1,4
4,KING OF REASON,M154,K C Ng,P F Yiu,123,1075,10,15,Happy Valley,Class 4 (Special Condition),1650,GOOD TO FIRM,HO CHUNG RIVER HANDICAP,"TURF - ""B"" COURSE",Spring,4/5/11/2/3/10,6.6,8.130551816958278,2,1,4,1
12,MASSIVE MILLENNIUM,T381,R Fourie,D E Ferraris,122,1151,6,82,Sha Tin,Class 2,1000,GOOD,ALBERT HANDICAP,"TURF - ""B"" COURSE",Autumn,12,12.0,6.463768115942029,1,0,4,3
8,GORGEOUS AGAIN,V326,C Y Ho,C S Shum,130,1060,12,34,Sha Tin,Class 5,1800,GOOD,CAMERON HANDICAP,ALL WEATHER TRACK,Winter,8/7/11/9/10/10,9.166666666666666,7.03235082674335,1,0,5,2
9,ROYAL PARTNER,N394,Z Purton,C Fownes,129,1099,9,4.1,Happy Valley,Class 3,1650,GOOD,THE HONG KONG COUNTRY CLUB CHALLENGE CUP (HANDICAP),"TURF - ""B"" COURSE",Autumn,9/5/4/7/5/11,6.882352941176471,4.934573444515715,1,1,4,3
6,BLIZZARD,S398,K C Leung,P F Yiu,116,1146,12,6,Sha Tin,Class 3,1200,GOOD,TOLO HARBOUR HANDICAP,"TURF - ""A+3"" COURSE",Spring,6/5/2/1,3.5,6.729086722947045,1,0,7,1
6,PAKISTAN BABY,S442,K C Ng,A S Cruz,126,1011,12,99,Happy Valley,Class 4,1200,GOOD,STUBBS HANDICAP,"TURF - ""C"" COURSE",Winter,6/12/5/10/8,8.2,8.130551816958278,1,1,2,2
2,GOLDEN SUN,V187,K Teetan,A T Millard,120,1065,3,9.1,Sha Tin,Class 3,1200,FAST,ELGIN HANDICAP,ALL WEATHER TRACK,Spring,2/9/7/1/6/12,6.363636363636363,6.2772397094431,6,0,5,1
1,BACK IN BLACK,T358,K Teetan,P O'Sullivan,116,1059,1,3.4,Happy Valley,Class 3,1200,GOOD,SO KON PO HANDICAP,"TURF - ""C+3"" COURSE",Spring,1/4/1/8/3/1,3.4285714285714284,6.2772397094431,1,1,3,1
9,GLORY HORSIE,M273,A Suborics,D Cruz,121,1233,3,62,Sha Tin,Class 4,1000,GOOD TO FIRM,CHEVALIER E & M ENGINEERING HANDICAP,"TURF - ""C"" COURSE",Autumn,9/3/1/2,3.75,7.257396449704142,2,0,2,3
11,FRESH AND FRESH,P407,C K Tong,P F Yiu,118,1056,13,45,Sha Tin,Class 4,1650,FAST,SAN PO KONG HANDICAP,ALL WEATHER TRACK,Spring,11/5/12/12/11/9,10.0,8.803532008830022,6,0,5,1
3,GOOD CHOICE,P423,M Chadwick,S Woods,126,1011,10,24,Happy Valley,Class 3,1650,GOOD,CAUSEWAY HANDICAP,"TURF - ""A"" COURSE",Winter,3/1/5/5/2/3,3.1666666666666665,6.8599562363238515,1,1,1,2
8,MAGNETISM,V114,R Fourie,D E Ferraris,126,1138,3,46,Sha Tin,Class 3,1400,GOOD,GRASSY HILL HANDICAP,"TURF - ""B+2"" COURSE",Winter,8/5,6.5,6.463768115942029,1,0,6,2
9,VICTOR EMPEROR,S425,T H So,C H Yip,112,1144,11,51,Happy Valley,Class 4,1200,GOOD,SHUI WO HANDICAP,"TURF - ""A"" COURSE",Winter,9/11/9/4/5/4,6.538461538461538,7.666300768386389,1,1,1,2
1,SUPREME ESSENCE,N401,C Y Ho,K W Lui,115,1056,9,9,Happy Valley,Class 3 (Special Condition),1650,GOOD,TSEUK LUK HANDICAP,"TURF - ""C+3"" COURSE",Summer,1/3/2/2/8/7,4.818181818181818,7.03235082674335,1,1,3,4
8,NOBLE ALPHA,M339,N Rawiller,C W Chang,123,1109,5,8.8,Sha Tin,Class 3,1200,GOOD,THE WAYFOONG CENTENARY BOWL (HANDICAP),ALL WEATHER TRACK,Autumn,8/3/2/7/6/4,6.6875,6.083734359961501,1,0,5,3
5,LUNAR ZEPHYR,V385,K C Leung,T P Yung,121,1047,1,6.3,Happy Valley,Class 4,1000,GOOD,LI YUEN HANDICAP,"TURF - ""C"" COURSE",Spring,5/6,5.5,6.729086722947045,1,1,2,1
2,INTELLECTUAL GLIDE,S124,M L Yeung,A Lee,112,981,2,13,Sha Tin,Class 5,1200,GOOD,PANASONIC DRIVING VIDEO RECORDER HANDICAP,"TURF - ""A+3"" COURSE",Autumn,2/7/7/3/10/11,8.214285714285714,6.9703356752537085,1,0,7,3
7,NEVER BETTER,T140,D Whyte,P O'Sullivan,118,1138,9,5.6,Sha Tin,Class 4,1200,GOOD,HYACINTH HANDICAP,ALL WEATHER TRACK,Spring,7/2/3/2/11/7,6.454545454545454,5.720234222511386,1,0,5,1
5,MANIPULATION,S075,K C Ng,A S Cruz,126,1171,7,11,Happy Valley,Class 4,1000,GOOD,OI MAN HANDICAP,"TURF - ""B"" COURSE",Autumn,5,5.0,8.130551816958278,1,1,4,3
1,SKY KING,V217,D Whyte,C Fownes,129,1301,8,4.8,Sha Tin,Class 3,1650,GOOD,KESTREL HANDICAP,ALL WEATHER TRACK,Spring,1/3/1/10/2/7,6.0,5.720234222511386,1,0,5,1
4,AGIAAL,N177,Z Purton,A Schutz,119,1069,4,20,Happy Valley,Class 3,1800,GOOD,THE AMERICAN CLUB CHALLENGE CUP (HANDICAP),"TURF - ""B"" COURSE",Autumn,4/10/9/11,8.5,4.934573444515715,1,1,4,3
2,MILITARY ATTACK,N175,Z Purton,C Fownes,126,1052,8,5.1,Sha Tin,Group One,2000,GOOD TO FIRM,THE LONGINES HONG KONG CUP,"TURF - ""A"" COURSE",Winter,2/2/1,1.6666666666666667,4.934573444515715,2,0,1,2
5,WINNING KING,S357,K K Chiong,C S Shum,106,1157,1,4.7,Happy Valley,Class 3,1200,GOOD,SHAU KEI WAN HANDICAP,"TURF - ""C+3"" COURSE",Spring,5/7/8/7/6/1,6.9,6.400593471810089,1,1,3,1
7,SWEET BEAN,S205,C Y Ho,C Fownes,121,1004,2,10,Happy Valley,Class 5,1800,GOOD,SWAN HANDICAP,"TURF - ""B"" COURSE",Winter,7/10/1/6/6/10,6.666666666666667,7.03235082674335,1,1,4,2
2,NAMJONG TURBO,N250,K C Leung,P O'Sullivan,129,1079,11,5.4,Sha Tin,Class 5,1800,GOOD TO FIRM,YI TUNG SHAN HANDICAP,"TURF - ""C"" COURSE",Winter,2/7/5,4.666666666666667,6.729086722947045,2,0,2,2
4,CHARITY GLORY,T302,K C Leung,C S Shum,118,1175,2,5.6,Happy Valley,Class 3,1200,GOOD TO FIRM,LE FRENCH MAY TROPHY (HANDICAP),"TURF - ""B"" COURSE",Spring,4/9/9/7/6/3,6.619047619047619,6.729086722947045,2,1,4,1
12,LAUDABLE VIRTUE,S257,K C Ng,L Ho,112,1079,10,99,Happy Valley,Class 3,1200,GOOD TO FIRM,BLUE POOL HANDICAP,"TURF - ""B"" COURSE",Winter,12/12,12.0,8.130551816958278,2,1,4,2
1,HIGH SPEED METRO,P293,T H So,S Woods,111,1145,8,16,Happy Valley,Class 5,2200,GOOD TO FIRM,LI YUEN HANDICAP,"TURF - ""B"" COURSE",Spring,1/8/4/10/5/7,6.416666666666667,7.666300768386389,2,1,4,1
4,KABAYAN,P345,G Mosse,J Moore,120,1120,9,7.7,Sha Tin,Hong Kong Group Three,1800,GOOD,THE SA SA LADIES' PURSE (HANDICAP),"TURF - ""C+3"" COURSE",Autumn,4/6/3/4/11/2,4.6,6.118296529968454,1,0,3,3
12,SPICY SIAM,N090,D Whyte,D E Ferraris,129,1080,14,35,Sha Tin,Class 5,2000,GOOD,PANASONIC ELECTRONIC PRESSURE COOKER HANDICAP,"TURF - ""A+3"" COURSE",Autumn,12/9/10/7/4/11,9.222222222222221,5.720234222511386,1,0,7,3
10,GURUS DREAM,M246,D Whyte,C H Yip,120,1070,8,26,Happy Valley,Class 1,1800,GOOD TO FIRM,THE HAPPY VALLEY VASE (HANDICAP),"TURF - ""C"" COURSE",Summer,10/4/3/4/5/5,5.3,5.720234222511386,2,1,2,4
12,MANHATTAN STRIKER,V141,M Chadwick,C Fownes,121,1122,7,77,Sha Tin,Class 4,1000,GOOD TO FIRM,THE SPORTSMANSHIP HANDICAP,"TURF - ""C+3"" COURSE",Spring,12/8,10.0,6.8599562363238515,2,0,3,1
7,GOLD PRECIOUS,P364,C K Tong,Y S Tsui,117,1186,10,33,Sha Tin,Class 4,1400,GOOD,TAMAR HANDICAP,"TURF - ""B"" COURSE",Autumn,7/2/6/11/5/1,4.777777777777778,8.803532008830022,1,0,4,3
11,HAPPY GAINS,V252,H W Lai,K L Man,119,1105,9,99,Sha Tin,Class 3,1200,GOOD TO FIRM,THE SPORTS WITHOUT BORDERS HANDICAP,"TURF - ""C+3"" COURSE",Spring,11/9,10.0,7.4045275590551185,2,0,3,1
8,FIGHTING BOY,P376,H W Lai,K W Lui,130,973,6,20,Sha Tin,Class 4,1650,WET FAST,SHEK O HANDICAP,ALL WEATHER TRACK,Autumn,8,8.0,7.4045275590551185,7,0,5,3
5,COPY STAR,P028,M L Yeung,A Lee,125,1061,1,16,Happy Valley,Class 5,1000,GOOD,ASTER HANDICAP,"TURF - ""C+3"" COURSE",Winter,5/10,7.5,6.9703356752537085,1,1,3,2
1,SNOW SLIDER,P438,H W Lai,P F Yiu,121,1144,14,3.9,Sha Tin,Class 4,1400,GOOD,ROBIN'S NEST HANDICAP,"TURF - ""B+2"" COURSE",Winter,1/2/11/9/3/1,5.555555555555555,7.4045275590551185,1,0,6,2
9,WINSTON'S LAD,T348,K C Leung,K W Lui,115,1074,4,9.6,Sha Tin,Class 2,1400,GOOD TO FIRM,VENTRIS HANDICAP,"TURF - ""A"" COURSE",Autumn,9/6/2/4/8/7,4.888888888888889,6.729086722947045,2,0,1,3
10,GOOD TREASURE,P193,B Prebble,T K Ng,133,1101,3,10,Sha Tin,Class 4,1400,GOOD,KATE HANDICAP,"TURF - ""C+3"" COURSE",Autumn,10/4/11/7/5/11,7.857142857142857,5.825347758887172,1,0,3,3
6,SHINING CHAMPION,S305,K C Leung,R Gibson,127,1123,12,37,Sha Tin,Class 4,1200,GOOD,SHING YIP HANDICAP,ALL WEATHER TRACK,Winter,6/3/6/6/7/2,5.470588235294118,6.729086722947045,1,0,5,2
10,AFFLUENCE OF RAIN,L363,N Rawiller,D E Ferraris,129,1217,10,27,Happy Valley,Class 3,1200,GOOD,HIP WO HANDICAP,"TURF - ""A"" COURSE",Winter,10/5/3/6/9/3,6.428571428571429,6.083734359961501,1,1,1,2
4,SUCCESSFUL LEADER,P353,N Callan,C H Yip,129,1097,2,16,Sha Tin,Class 5,2000,GOOD,YUE MAN HANDICAP,"TURF - ""B+2"" COURSE",Winter,4/12/2/8/2/7,6.8,6.066800267201069,1,0,6,2
12,BESPOKE COLLARS,S144,G Benoist,C H Yip,118,1089,5,31,Happy Valley,Class 3,1650,GOOD,INVERNESS HANDICAP,"TURF - ""C"" COURSE",Autumn,12/8/5/10/3/3,6.777777777777778,6.886363636363637,1,1,2,3
9,SPARKLING TALENT,T346,N Callan,C S Shum,131,1043,11,14,Happy Valley,Class 5,1000,GOOD TO FIRM,SUFFOLK HANDICAP,"TURF - ""A"" COURSE",Spring,9/10/2/8/5/11,6.6923076923076925,6.066800267201069,2,1,1,1
3,IMPERIAL CHAMPION,P416,G Lerena,C Fownes,133,1162,7,9.7,Happy Valley,Class 3,1200,GOOD TO YIELDING,MATHESON HANDICAP,"TURF - ""A"" COURSE",Spring,3/2/12/12/6/9,6.823529411764706,6.883561643835616,3,1,1,1
1,HARD BALL GET,P373,Z Purton,D J Hall,133,1039,11,4.5,Sha Tin,Class 4,1400,GOOD,THE CHEUNG CUP (HANDICAP),"TURF - ""C"" COURSE",Spring,1/8/5/2/6/5,5.285714285714286,4.934573444515715,1,0,2,1
8,REMARKABLE,A222,J Moreira,J Size,127,1077,11,27,Sha Tin,Class 4,1200,GOOD TO FIRM,RACING GOES ON HANDICAP,"TURF - ""A+3"" COURSE",Summer,8/11,9.5,4.073019161056448,2,0,7,4
4,SIROCCO TOO,S036,M Guyon,A T Millard,125,1132,10,99,Sha Tin,Class 4,1200,GOOD TO FIRM,TAI HING HANDICAP,"TURF - ""C"" COURSE",Winter,4/11,7.5,6.416666666666667,2,0,2,2
7,RAPPER DRAGON,V082,K Teetan,J Moore,116,1179,11,8,Sha Tin,Class 2,1400,GOOD,THE POK OI CUP (HANDICAP),"TURF - ""A"" COURSE",Winter,7/7,7.0,6.2772397094431,1,0,1,2
11,HOLMES LEGEND,N375,H N Wong,W Y So,107,1060,10,8.1,Happy Valley,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",Winter,11/6/2/9/7/4,7.235294117647059,7.104551045510455,1,1,3,2
7,OCEAN POWER,P240,N Callan,P F Yiu,125,1041,10,29,Sha Tin,Class 4,2000,GOOD TO FIRM,THE MACWHINNIE CUP (HANDICAP),"TURF - ""B+2"" COURSE",Spring,7/11/10/9/12/8,9.5,6.066800267201069,2,0,6,1
11,DOUBLE POINT,S246,O Bosson,C Fownes,125,1024,4,18,Sha Tin,Class 5,1600,GOOD TO FIRM,HWAMEI HANDICAP,"TURF - ""C"" COURSE",Autumn,11/5/8/12/11/1,8.368421052631579,6.914893617021277,2,0,2,3
5,EXCELLENT FORTUNE,S252,T H So,L Ho,112,1125,1,20,Happy Valley,Class 4,1200,GOOD TO YIELDING,LOCKHART HANDICAP,"TURF - ""A"" COURSE",Spring,5/11/10/6/9/12,8.1,7.666300768386389,3,1,1,1
3,FIONN'S TREASURE,M386,K C Ng,C S Shum,113,1141,4,31,Sha Tin,Class 3,1200,GOOD TO FIRM,LUNG MUN ROAD HANDICAP,"TURF - ""C+3"" COURSE",Summer,3/8/11/12/7/10,8.428571428571429,8.130551816958278,2,0,3,4
9,MIDNIGHT RATTLER,T371,K C Leung,J Moore,116,1126,4,20,Happy Valley,Class 2,1200,GOOD,SEOUL HANDICAP,"TURF - ""C"" COURSE",Spring,9/10/8/1/2/2,5.181818181818182,6.729086722947045,1,1,2,1
2,ENDEARING,V338,S de Sousa,T P Yung,115,1109,3,22,Sha Tin,Class 3,1200,GOOD,SILENT WITNESS HANDICAP,"TURF - ""A"" COURSE",Winter,2/4/10/8/12,7.2,5.863501483679525,1,0,1,2
8,SANTA FE SUN,P210,K C Leung,P O'Sullivan,118,1170,8,34,Sha Tin,Class 1,1600,GOOD TO FIRM,THE SHA TIN MILE TROPHY (HANDICAP),"TURF - ""B+2"" COURSE",Summer,8/4/4/11/7/1,5.454545454545454,6.729086722947045,2,0,6,4
5,BLACK STAR,S140,T H So,A Lee,113,1110,3,45,Sha Tin,Class 5,1200,GOOD,DENGSHIKOU HANDICAP,"TURF - ""C"" COURSE",Spring,5/12/9/9/12/12,10.4,7.666300768386389,1,0,2,1
1,STAR OF YAN OI,T389,M F Poon,T P Yung,121,1267,10,4.3,Sha Tin,Class 3,1200,GOOD,CHAMOMILE HANDICAP,ALL WEATHER TRACK,Spring,1/2/1/5/4/4,3.6666666666666665,5.076923076923077,1,0,5,1
11,TWIN DELIGHT,S125,S Clipperton,C Fownes,119,1066,9,17,Happy Valley,Group Three,1800,GOOD,THE JANUARY CUP (HANDICAP),"TURF - ""A"" COURSE",Winter,11/10/8/1/9/2,5.333333333333333,6.290948275862069,1,1,1,2
7,MULTIVICTORY,P254,Y T Cheng,A S Cruz,123,1094,2,66,Sha Tin,Hong Kong Group Two,1600,GOOD,THE CHAIRMAN'S TROPHY,"TURF - ""B+2"" COURSE",Spring,7/3/6/11/1/2,5.2631578947368425,7.340625,1,0,6,1
10,MY GIFT,V242,T H So,P F Yiu,125,1035,11,99,Happy Valley,Class 3,1200,GOOD,HARBOUR VIEW HANDICAP,"TURF - ""C"" COURSE",Spring,10/12,11.0,7.666300768386389,1,1,2,1
4,PEACE COMBINATION,T091,C Y Ho,C Fownes,119,1061,13,20,Sha Tin,Class 4,1000,GOOD TO FIRM,TAI HO HANDICAP,"TURF - ""C+3"" COURSE",Autumn,4/8/4/11/7/3,6.0,7.03235082674335,2,0,3,3
5,TORNEY,A063,K C Leung,T P Yung,124,1156,3,12,Sha Tin,Class 4,1200,GOOD,KALANCHOE HANDICAP,"TURF - ""C+3"" COURSE",Spring,5,5.0,6.729086722947045,1,0,3,1
8,MOTIF,T065,G Mosse,K L Man,133,1169,10,10,Sha Tin,Class 4,1400,GOOD,CYMBIDIUM HANDICAP,"TURF - ""A+3"" COURSE",Spring,8/3/3/10/1/3,4.6923076923076925,6.118296529968454,1,0,7,1
3,STREET CAT,K037,N Callan,D Cruz,133,1122,11,16,Sha Tin,Class 5,1400,GOOD TO FIRM,GUILDFORD HANDICAP,"TURF - ""B+2"" COURSE",Spring,3/7/8/10/9/6,6.25,6.066800267201069,2,0,6,1
5,SKYROCKETS,T096,H N Wong,P F Yiu,114,1155,2,12,Sha Tin,Class 3,1400,GOOD TO YIELDING,THE CHAN TROPHY (HANDICAP),"TURF - ""C"" COURSE",Spring,5/9/9/7/10/7,8.555555555555555,7.104551045510455,3,0,2,1
3,SILVER DRAGON,M326,B Prebble,Y S Tsui,132,1099,7,12,Happy Valley,Class 4,1200,GOOD TO FIRM,DORSET HANDICAP,"TURF - ""C+3"" COURSE",Spring,3/6/7/6/1/1,5.5,5.825347758887172,2,1,3,1
6,SUM WIN DRAGON,S148,T H So,A Lee,120,1071,4,99,Sha Tin,Class 4,1200,GOOD,LUCKY STAR HANDICAP,"TURF - ""A+3"" COURSE",Winter,6/11/9,8.666666666666666,7.666300768386389,1,0,7,2
12,MIGHTY GAINS,P260,H W Lai,K L Man,125,1113,4,68,Happy Valley,Class 5,1200,GOOD,PO TOI HANDICAP,"TURF - ""A"" COURSE",Summer,12/7/9/11/9/4,7.380952380952381,7.4045275590551185,1,1,1,4
10,PEACE N PROSPERITY,T210,B Prebble,K L Man,133,1020,11,30,Happy Valley,Class 3,1200,GOOD TO FIRM,EAST POINT HANDICAP,"TURF - ""C+3"" COURSE",Spring,10/7/2/4/7/10,5.2727272727272725,5.825347758887172,2,1,3,1
6,ENERGETIC CLASS,T082,D Whyte,C W Chang,122,1098,2,2.9,Happy Valley,Class 4,1200,GOOD,JUPITER HANDICAP,"TURF - ""C"" COURSE",Winter,6/2/3/4/11/8,5.666666666666667,5.720234222511386,1,1,2,2
1,BASIC TRILOGY,V133,J Moreira,J Moore,130,1186,8,5.6,Happy Valley,Class 3,1800,GOOD,FINANCE STREET HANDICAP,"TURF - ""B"" COURSE",Spring,1/3/11/6,5.25,4.073019161056448,1,1,4,1
11,WIN IT,P032,O Murphy,W Y So,127,1024,11,54,Happy Valley,Class 4,1650,GOOD,KINGSTON HANDICAP,"TURF - ""A"" COURSE",Winter,11/5/1/6/7/4,5.088235294117647,7.456896551724138,1,1,1,2
7,ARM RUNDA,V248,S Clipperton,J Size,132,1171,12,35,Sha Tin,Class 3,1200,GOOD TO FIRM,RIDING HIGH TOGETHER HANDICAP,"TURF - ""A+3"" COURSE",Summer,7/8/5/1/10/1,4.7894736842105265,6.290948275862069,2,0,7,4
7,GOLDEN PARTNERS,S286,H W Lai,P F Yiu,116,1055,7,69,Sha Tin,Class 4,1200,GOOD TO FIRM,PIAGET EXCELLENT HANDICAP,"TURF - ""A"" COURSE",Autumn,7/8/6/11/2/5,6.571428571428571,7.4045275590551185,2,0,1,3
9,TURIN PEARL,P267,O Doleuze,R Gibson,131,1085,10,31,Sha Tin,Class 3,1200,GOOD,COLOANE HANDICAP,ALL WEATHER TRACK,Spring,9/9/4/4/11/2,6.5,6.394838709677419,1,0,5,1
5,ROYAL PARTNER,N394,C Y Ho,C Fownes,128,1108,14,82,Sha Tin,Class 3,1400,GOOD,TIANJIN HANDICAP,"TURF - ""A+3"" COURSE",Autumn,5/4/7/5/11/10,6.75,7.03235082674335,1,0,7,3
11,GENTLEMEN,V060,M Chadwick,P F Yiu,119,1083,10,40,Sha Tin,Class 4,1000,GOOD TO FIRM,SERVING THE COMMUNITY HANDICAP,"TURF - ""A+3"" COURSE",Summer,11/6/12/8/6,8.6,6.8599562363238515,2,0,7,4
11,RAPID TRIUMPH,S438,Y T Cheng,T P Yung,123,1053,10,99,Happy Valley,Class 3,1200,GOOD,FENWICK HANDICAP,"TURF - ""B"" COURSE",Spring,11/9,10.0,7.340625,1,1,4,1
8,JUN GONG,N325,W M Lai,C H Yip,120,1168,8,76,Sha Tin,Class 3,1400,GOOD,THE LUSITANO CHALLENGE CUP (HANDICAP),"TURF - ""C"" COURSE",Spring,8/9/12/12/7/4,7.75,8.396103896103897,1,0,2,1
6,KHARU,K411,K C Leung,L Ho,125,1112,6,18,Happy Valley,Class 5,1650,GOOD,DANDELION HANDICAP,"TURF - ""C+3"" COURSE",Winter,6/12/8/6/9/1,7.375,6.729086722947045,1,1,3,2
4,KIRAM,T093,H W Lai,D E Ferraris,116,1125,2,75,Sha Tin,Class 3,1400,GOOD,GARDEN ROAD HANDICAP,"TURF - ""B"" COURSE",Autumn,4/10/11/5/2/5,7.238095238095238,7.4045275590551185,1,0,4,3
3,BEAUTY PRINCE,T411,T Berry,J Moore,120,1266,4,5.9,Sha Tin,Class 3,1600,YIELDING,AUDEMARS PIGUET ROYAL OAK CONCEPT HANDICAP,"TURF - ""A"" COURSE",Spring,3/2/10/6/8/2,5.777777777777778,5.872340425531915,4,0,1,1
11,MY SURPLUS,S016,C Y Ho,C H Yip,122,1087,1,69,Happy Valley,Class 5,1650,GOOD,CAUSEWAY BAY HANDICAP,"TURF - ""C"" COURSE",Spring,11/11/11,11.0,7.03235082674335,1,1,2,1
12,ELITE EXPRESS,T344,H W Lai,P F Yiu,119,1130,5,99,Happy Valley,Class 4,1200,GOOD,THE INDIAN RECREATION CLUB CHALLENGE CUP (HANDICAP),"TURF - ""A"" COURSE",Spring,12/10/11/12,11.25,7.4045275590551185,1,1,1,1
10,INVISIBLE,T418,D Whyte,C Fownes,117,1135,3,17,Sha Tin,Class 4,1400,GOOD,FRANCK MULLER EXCELLENT HANDICAP,"TURF - ""A"" COURSE",Autumn,10/1/9/8/9/7,7.75,5.720234222511386,1,0,1,3
3,MULTIMAX,T129,K K Chiong,A S Cruz,123,1123,7,3.1,Sha Tin,Class 4,1200,GOOD TO FIRM,LEVADE HANDICAP,"TURF - ""A"" COURSE",Summer,3/6/7/4/5/2,5.173913043478261,6.400593471810089,2,0,1,4
9,PERFECT TRIUMPH,P241,C K Tong,T K Ng,118,1108,5,62,Sha Tin,Class 5,1200,GOOD,RED PACKET HANDICAP,"TURF - ""C"" COURSE",Winter,9/12/12/10/1/5,7.066666666666666,8.803532008830022,1,0,2,2
6,SEMPITERNAL,S100,B Prebble,W Y So,126,1240,9,10,Happy Valley,Class 3,1650,GOOD TO FIRM,VIOLET HILL HANDICAP,"TURF - ""A"" COURSE",Summer,6/1/2/1/2/1,2.1666666666666665,5.825347758887172,2,1,1,4
6,TOP BONUS,T132,N Rawiller,J Size,130,1207,5,9.9,Happy Valley,Class 4,1200,GOOD,DUNBAR HANDICAP,"TURF - ""C"" COURSE",Autumn,6/3/1/3/6/2,4.181818181818182,6.083734359961501,1,1,2,3
8,HAPPY SUMMER,P327,D Whyte,K W Lui,125,1013,14,4.3,Sha Tin,Class 3,1600,GOOD TO FIRM,THE COMMUNITY CONTRIBUTIONS HANDICAP,"TURF - ""A"" COURSE",Winter,8/3/7,6.0,5.720234222511386,2,0,1,2
3,VERY WELL,M161,D Whyte,D Cruz,131,1174,4,8.5,Happy Valley,Class 5,1650,GOOD TO FIRM,LANCASHIRE HANDICAP,"TURF - ""C+3"" COURSE",Spring,3/3/4/9/5/12,6.857142857142857,5.720234222511386,2,1,3,1
3,GENERAL IRON,P429,M L Yeung,C S Shum,121,1136,7,9.8,Happy Valley,Class 3,1000,GOOD TO FIRM,SHAN PUI RIVER HANDICAP,"TURF - ""B"" COURSE",Spring,3/5,4.0,6.9703356752537085,2,1,4,1
12,BERLINI,P359,H Bowman,D J Hall,130,1009,13,66,Sha Tin,Class 3,1400,GOOD,COLLECTION HANDICAP,"TURF - ""A"" COURSE",Spring,12/12/7/1/7/4,6.857142857142857,5.354166666666667,1,0,1,1
1,THOR THE GREATEST,P396,G Mosse,T P Yung,120,1153,8,16,Sha Tin,Class 3,1000,GOOD TO FIRM,LEI YUE MUN PUBLIC RIDING SCHOOL HANDICAP,"TURF - ""C+3"" COURSE",Summer,1/5/5/5/2/1,2.727272727272727,6.118296529968454,2,0,3,4
11,ACCESSION YEARS,A219,J Moreira,J Size,125,958,7,26,Happy Valley,Class 4,1000,GOOD TO FIRM,BULLDOZER HANDICAP,"TURF - ""A"" COURSE",Summer,11/11/8,10.0,4.073019161056448,2,1,1,4
5,LEVEL PLAYER,N323,O Doleuze,A S Cruz,131,1124,3,26,Sha Tin,Class 3,1800,GOOD,HADATUKO HANDICAP,"TURF - ""C+3"" COURSE",Autumn,5/7/11/7,7.5,6.394838709677419,1,0,3,3
12,MY HAY,T244,B Prebble,K W Lui,128,1064,9,35,Sha Tin,Class 4,1000,GOOD,CARNATION HANDICAP,"TURF - ""C"" COURSE",Spring,12,12.0,5.825347758887172,1,0,2,1
10,POWER DRAGON,V129,K C Leung,C H Yip,120,1132,3,99,Happy Valley,Class 3,1200,GOOD,CONNAUGHT HANDICAP,"TURF - ""A"" COURSE",Winter,10,10.0,6.729086722947045,1,1,1,2
